customer_id,signup_date,acquisition_channel,state,subscription_tier,customer_segment
46755,2025-05-19,Organic,TX,Essential,Budget Builder
46756,2024-12-19,Organic,NJ,Plus,Credit Improver
46757,2025-08-20,Partner,NJ,Essential,Budget Builder
46758,2025-09-01,Organic,TX,Essential,Budget Builder
46759,2023-08-16,Referral,FL,Essential,Investor
46760,2023-12-27,Organic,CA,Plus,Budget Builder
46761,2023-02-12,Paid Search,FL,Essential,Investor
46762,2023-06-30,Organic,IL,Essential,Credit Improver
46763,2024-05-25,Referral,NJ,Essential,Budget Builder
46764,2024-04-06,Organic,CA,Essential,Investor
46765,2023-10-13,Paid Search,GA,Essential,Investor
46766,2025-07-21,Partner,CA,Essential,Investor
46767,2023-09-14,Referral,NY,Essential,Budget Builder
46768,2024-06-05,Referral,TX,Premium,Credit Improver
46769,2025-01-19,Referral,FL,Essential,Budget Builder
46770,2024-10-18,Social,CA,Plus,Credit Improver
46771,2023-11-16,Partner,GA,Essential,Budget Builder
46772,2025-01-03,Partner,GA,Premium,Budget Builder
46773,2024-02-15,Organic,CA,Essential,Budget Builder
46774,2024-04-03,Organic,IL,Essential,Investor
46775,2023-12-05,Paid Search,NY,Plus,Investor
46776,2023-08-16,Paid Search,TX,Plus,Budget Builder
46777,2024-01-01,Paid Search,TX,Essential,Budget Builder
46778,2024-03-09,Referral,NJ,Essential,Family Planner
46779,2025-05-07,Paid Search,FL,Essential,Investor
46780,2024-03-24,Partner,IL,Premium,Credit Improver
46781,2024-05-21,Paid Search,GA,Plus,Investor
46782,2023-03-03,Paid Search,FL,Plus,Investor
46783,2023-07-06,Paid Search,NY,Essential,Investor
46784,2025-06-10,Paid Search,NY,Essential,Credit Improver
46785,2025-04-30,Partner,NY,Essential,Budget Builder
46786,2024-08-30,Organic,GA,Plus,Family Planner
46787,2023-09-11,Paid Search,GA,Essential,Investor
46788,2024-08-01,Partner,TX,Plus,Credit Improver
46789,2023-11-10,Referral,CA,Essential,Investor
46790,2025-10-02,Referral,CA,Essential,Family Planner
46791,2024-03-06,Partner,CA,Essential,Family Planner
46792,2023-08-10,Partner,FL,Plus,Family Planner
46793,2023-11-14,Organic,CA,Premium,Investor
46794,2025-01-29,Paid Search,FL,Plus,Credit Improver
46795,2025-02-04,Referral,NJ,Essential,Investor
46796,2024-12-27,Referral,GA,Essential,Budget Builder
46797,2023-03-13,Paid Search,NJ,Essential,Investor
46798,2025-09-16,Paid Search,CA,Premium,Investor
46799,2024-03-31,Paid Search,GA,Premium,Investor
46800,2024-09-01,Paid Search,NJ,Plus,Credit Improver
46801,2024-08-19,Partner,GA,Plus,Budget Builder
46802,2025-04-16,Paid Search,GA,Premium,Family Planner
46803,2025-07-27,Partner,NY,Essential,Budget Builder
46804,2025-06-08,Paid Search,GA,Essential,Credit Improver
46805,2025-02-23,Organic,NJ,Plus,Budget Builder
46806,2024-06-01,Partner,NY,Plus,Investor
46807,2025-04-22,Partner,NJ,Essential,Credit Improver
46808,2023-02-07,Organic,IL,Essential,Investor
46809,2023-11-15,Paid Search,CA,Essential,Budget Builder
46810,2024-10-01,Organic,CA,Premium,Investor
46811,2023-05-20,Paid Search,NY,Plus,Family Planner
46812,2025-07-06,Paid Search,GA,Premium,Budget Builder
46813,2024-03-02,Organic,NJ,Essential,Investor
46814,2025-05-04,Organic,IL,Essential,Investor
46815,2023-08-03,Organic,NY,Essential,Investor
46816,2024-10-06,Referral,IL,Plus,Budget Builder
46817,2024-06-24,Paid Search,NY,Essential,Budget Builder
46818,2025-05-25,Referral,TX,Plus,Budget Builder
46819,2024-01-24,Organic,TX,Plus,Investor
46820,2023-06-01,Partner,GA,Plus,Budget Builder
46821,2025-01-16,Referral,NY,Essential,Credit Improver
46822,2023-05-13,Social,IL,Essential,Budget Builder
46823,2025-01-11,Partner,FL,Plus,Budget Builder
46824,2024-08-14,Organic,CA,Essential,Credit Improver
46825,2025-05-16,Referral,CA,Essential,Budget Builder
46826,2025-01-23,Paid Search,GA,Plus,Budget Builder
46827,2023-12-10,Referral,GA,Plus,Budget Builder
46828,2024-04-28,Referral,GA,Essential,Credit Improver
46829,2024-01-23,Partner,CA,Essential,Investor
46830,2024-06-28,Paid Search,GA,Essential,Investor
46831,2025-05-08,Paid Search,GA,Essential,Credit Improver
46832,2025-07-06,Social,CA,Plus,Investor
46833,2024-11-29,Paid Search,IL,Plus,Family Planner
46834,2025-10-31,Paid Search,TX,Premium,Family Planner
46835,2024-08-03,Paid Search,TX,Plus,Credit Improver
46836,2023-05-11,Partner,IL,Plus,Investor
46837,2024-01-01,Referral,NY,Premium,Credit Improver
46838,2024-02-25,Organic,FL,Essential,Investor
46839,2024-02-28,Organic,GA,Plus,Investor
46840,2023-06-11,Organic,NY,Premium,Budget Builder
46841,2023-04-05,Paid Search,FL,Plus,Investor
46842,2025-04-14,Paid Search,IL,Plus,Investor
46843,2023-08-09,Paid Search,NJ,Essential,Credit Improver
46844,2024-04-07,Paid Search,IL,Essential,Budget Builder
46845,2025-07-19,Referral,FL,Essential,Budget Builder
46846,2024-11-11,Paid Search,FL,Essential,Investor
46847,2024-10-18,Paid Search,GA,Plus,Budget Builder
46848,2023-10-13,Paid Search,CA,Essential,Credit Improver
46849,2025-03-30,Partner,FL,Essential,Investor
46850,2024-03-31,Paid Search,GA,Essential,Budget Builder
46851,2025-07-07,Social,FL,Essential,Credit Improver
46852,2023-10-02,Referral,FL,Premium,Budget Builder
46853,2023-02-06,Paid Search,CA,Essential,Budget Builder
46854,2024-03-18,Social,CA,Essential,Credit Improver
46855,2025-05-24,Organic,NY,Plus,Family Planner
46856,2023-03-09,Partner,GA,Premium,Budget Builder
46857,2023-12-26,Organic,TX,Plus,Budget Builder
46858,2024-12-17,Referral,CA,Plus,Credit Improver
46859,2025-08-05,Social,IL,Essential,Investor
46860,2024-04-26,Organic,TX,Premium,Budget Builder
46861,2023-10-16,Social,GA,Plus,Budget Builder
46862,2023-03-31,Paid Search,CA,Essential,Investor
46863,2023-07-31,Paid Search,IL,Plus,Budget Builder
46864,2024-07-28,Paid Search,GA,Essential,Budget Builder
46865,2025-04-27,Paid Search,IL,Plus,Family Planner
46866,2023-10-17,Paid Search,NY,Plus,Budget Builder
46867,2024-01-02,Organic,FL,Plus,Budget Builder
46868,2023-01-27,Paid Search,NJ,Plus,Family Planner
46869,2024-02-24,Referral,GA,Essential,Credit Improver
46870,2025-06-18,Organic,GA,Premium,Family Planner
46871,2025-03-15,Partner,CA,Essential,Credit Improver
46872,2024-09-03,Referral,NY,Essential,Credit Improver
46873,2024-04-16,Organic,NJ,Plus,Budget Builder
46874,2024-01-04,Partner,GA,Essential,Family Planner
46875,2024-02-14,Paid Search,IL,Plus,Budget Builder
46876,2023-06-10,Paid Search,GA,Plus,Investor
46877,2024-11-08,Paid Search,NJ,Premium,Budget Builder
46878,2023-01-13,Partner,FL,Essential,Family Planner
46879,2023-03-29,Organic,FL,Essential,Family Planner
46880,2024-03-14,Referral,GA,Plus,Family Planner
46881,2024-02-25,Referral,FL,Plus,Credit Improver
46882,2025-10-27,Paid Search,CA,Essential,Budget Builder
46883,2024-05-14,Social,FL,Essential,Investor
46884,2023-09-03,Referral,NY,Essential,Investor
46885,2023-12-12,Referral,FL,Essential,Credit Improver
46886,2024-04-24,Partner,CA,Plus,Investor
46887,2025-06-16,Referral,GA,Plus,Investor
46888,2024-06-03,Partner,IL,Essential,Budget Builder
46889,2024-03-05,Organic,IL,Essential,Budget Builder
46890,2023-06-19,Partner,CA,Essential,Credit Improver
46891,2023-04-29,Organic,TX,Plus,Budget Builder
46892,2025-01-27,Referral,NJ,Essential,Family Planner
46893,2023-03-04,Social,GA,Premium,Family Planner
46894,2023-04-19,Referral,FL,Essential,Credit Improver
46895,2025-01-15,Paid Search,NJ,Essential,Investor
46896,2024-12-17,Paid Search,CA,Essential,Budget Builder
46897,2024-02-21,Social,NY,Essential,Investor
46898,2025-06-10,Paid Search,FL,Essential,Credit Improver
46899,2024-12-10,Partner,NJ,Premium,Family Planner
46900,2024-09-09,Organic,GA,Essential,Family Planner
46901,2023-09-09,Partner,TX,Essential,Budget Builder
46902,2025-01-07,Organic,CA,Essential,Investor
46903,2024-05-18,Social,GA,Premium,Budget Builder
46904,2023-06-03,Organic,GA,Plus,Investor
46905,2023-08-12,Paid Search,NY,Essential,Budget Builder
46906,2024-08-20,Referral,GA,Essential,Budget Builder
46907,2025-04-25,Partner,IL,Essential,Budget Builder
46908,2024-11-14,Paid Search,NJ,Plus,Family Planner
46909,2023-06-09,Referral,NY,Essential,Family Planner
46910,2023-06-21,Organic,GA,Essential,Budget Builder
46911,2025-09-07,Organic,CA,Essential,Investor
46912,2023-11-28,Organic,NY,Essential,Family Planner
46913,2023-03-07,Paid Search,NY,Essential,Budget Builder
46914,2023-09-28,Paid Search,TX,Essential,Investor
46915,2024-11-19,Organic,NJ,Essential,Family Planner
46916,2024-09-20,Paid Search,IL,Essential,Budget Builder
46917,2025-09-28,Social,NJ,Essential,Budget Builder
46918,2023-09-16,Referral,IL,Essential,Budget Builder
46919,2023-11-27,Paid Search,NJ,Plus,Credit Improver
46920,2025-02-21,Organic,NJ,Plus,Budget Builder
46921,2023-09-24,Paid Search,NJ,Essential,Credit Improver
46922,2025-03-04,Organic,CA,Plus,Investor
46923,2025-10-27,Social,IL,Premium,Budget Builder
46924,2025-05-09,Paid Search,CA,Plus,Credit Improver
46925,2024-03-14,Organic,TX,Essential,Credit Improver
46926,2024-07-04,Partner,GA,Premium,Credit Improver
46927,2023-01-04,Partner,NY,Essential,Budget Builder
46928,2024-11-08,Social,CA,Plus,Credit Improver
46929,2023-11-03,Partner,GA,Plus,Budget Builder
46930,2024-04-06,Paid Search,IL,Essential,Budget Builder
46931,2023-04-27,Partner,TX,Plus,Investor
46932,2024-07-16,Partner,IL,Plus,Budget Builder
46933,2025-08-29,Partner,GA,Essential,Budget Builder
46934,2023-07-20,Paid Search,CA,Essential,Budget Builder
46935,2023-05-04,Referral,IL,Premium,Investor
46936,2023-06-05,Social,TX,Essential,Investor
46937,2024-02-13,Referral,GA,Essential,Investor
46938,2024-04-10,Paid Search,GA,Essential,Budget Builder
46939,2025-01-23,Organic,GA,Essential,Budget Builder
46940,2025-02-10,Organic,NJ,Essential,Family Planner
46941,2025-04-16,Paid Search,NY,Essential,Credit Improver
46942,2025-09-30,Referral,FL,Essential,Investor
46943,2025-01-19,Organic,CA,Essential,Investor
46944,2024-01-29,Organic,NY,Essential,Credit Improver
46945,2023-02-19,Organic,FL,Essential,Investor
46946,2024-12-25,Paid Search,TX,Essential,Credit Improver
46947,2023-05-24,Referral,NY,Premium,Budget Builder
46948,2023-06-15,Referral,GA,Essential,Budget Builder
46949,2024-09-14,Social,IL,Premium,Credit Improver
46950,2023-03-10,Referral,CA,Essential,Credit Improver
46951,2024-03-29,Organic,IL,Essential,Family Planner
46952,2023-01-25,Referral,CA,Premium,Budget Builder
46953,2023-11-06,Social,CA,Plus,Family Planner
46954,2023-01-12,Organic,NJ,Plus,Budget Builder
46955,2024-07-30,Partner,CA,Essential,Investor
46956,2024-11-24,Partner,CA,Essential,Family Planner
46957,2023-08-22,Paid Search,IL,Essential,Family Planner
46958,2025-04-14,Paid Search,IL,Premium,Credit Improver
46959,2025-07-05,Paid Search,CA,Plus,Family Planner
46960,2024-08-13,Paid Search,CA,Essential,Credit Improver
46961,2025-04-28,Paid Search,CA,Essential,Investor
46962,2024-09-04,Partner,GA,Plus,Investor
46963,2023-06-01,Organic,TX,Essential,Credit Improver
46964,2023-08-04,Social,CA,Premium,Budget Builder
46965,2024-10-20,Organic,GA,Essential,Budget Builder
46966,2023-11-06,Paid Search,GA,Essential,Budget Builder
46967,2023-05-29,Organic,NJ,Essential,Family Planner
46968,2023-12-03,Referral,GA,Plus,Credit Improver
46969,2024-05-21,Organic,GA,Essential,Budget Builder
46970,2025-08-28,Partner,GA,Essential,Budget Builder
46971,2025-10-02,Social,CA,Plus,Credit Improver
46972,2024-03-09,Paid Search,TX,Essential,Investor
46973,2023-07-23,Social,NJ,Essential,Family Planner
46974,2024-04-08,Paid Search,TX,Premium,Budget Builder
46975,2025-08-31,Paid Search,FL,Essential,Budget Builder
46976,2023-11-23,Paid Search,NY,Plus,Budget Builder
46977,2023-05-29,Paid Search,IL,Essential,Family Planner
46978,2023-02-04,Social,FL,Premium,Family Planner
46979,2023-01-01,Organic,FL,Essential,Family Planner
46980,2024-04-12,Paid Search,IL,Plus,Investor
46981,2024-08-26,Paid Search,NJ,Essential,Family Planner
46982,2024-04-10,Organic,IL,Essential,Budget Builder
46983,2024-03-26,Partner,NY,Plus,Investor
46984,2024-08-25,Organic,IL,Plus,Family Planner
46985,2023-03-11,Organic,IL,Plus,Budget Builder
46986,2023-09-14,Social,IL,Plus,Budget Builder
46987,2025-05-16,Referral,NY,Essential,Investor
46988,2025-10-17,Referral,GA,Plus,Investor
46989,2023-04-02,Referral,FL,Essential,Credit Improver
46990,2024-08-16,Organic,IL,Plus,Investor
46991,2024-01-07,Paid Search,GA,Essential,Budget Builder
46992,2025-06-11,Partner,NY,Plus,Budget Builder
46993,2023-04-09,Referral,FL,Plus,Credit Improver
46994,2024-05-24,Referral,GA,Essential,Credit Improver
46995,2025-09-12,Organic,NY,Plus,Investor
46996,2025-08-26,Referral,TX,Essential,Credit Improver
46997,2025-08-19,Organic,IL,Essential,Credit Improver
46998,2023-09-03,Social,TX,Plus,Budget Builder
46999,2025-03-11,Partner,FL,Essential,Investor
47000,2023-10-06,Organic,IL,Essential,Investor
47001,2025-02-12,Organic,CA,Premium,Budget Builder
47002,2025-05-02,Referral,FL,Plus,Family Planner
47003,2024-03-06,Organic,TX,Essential,Budget Builder
47004,2024-03-17,Social,NJ,Plus,Investor
47005,2023-09-22,Social,CA,Plus,Credit Improver
47006,2024-05-29,Organic,GA,Plus,Investor
47007,2024-03-20,Social,NY,Essential,Budget Builder
47008,2023-08-11,Referral,NJ,Essential,Family Planner
47009,2025-01-31,Paid Search,IL,Essential,Family Planner
47010,2023-07-11,Paid Search,NJ,Plus,Family Planner
47011,2024-07-11,Paid Search,NY,Essential,Credit Improver
47012,2025-03-17,Referral,FL,Premium,Budget Builder
47013,2023-09-26,Referral,IL,Plus,Budget Builder
47014,2024-10-12,Organic,TX,Plus,Credit Improver
47015,2023-02-10,Paid Search,CA,Premium,Investor
47016,2024-03-08,Organic,TX,Essential,Budget Builder
47017,2025-03-13,Partner,CA,Essential,Budget Builder
47018,2025-07-19,Partner,TX,Plus,Investor
47019,2023-11-19,Partner,GA,Premium,Investor
47020,2025-06-18,Organic,TX,Essential,Investor
47021,2025-05-13,Referral,FL,Essential,Budget Builder
47022,2025-05-30,Partner,FL,Essential,Budget Builder
47023,2023-12-06,Paid Search,NY,Plus,Family Planner
47024,2024-02-24,Partner,NJ,Essential,Investor
47025,2024-07-21,Organic,IL,Plus,Family Planner
47026,2025-01-12,Referral,GA,Premium,Investor
47027,2023-09-17,Organic,FL,Essential,Budget Builder
47028,2025-01-01,Organic,CA,Essential,Credit Improver
47029,2024-11-10,Paid Search,IL,Essential,Budget Builder
47030,2024-11-13,Paid Search,CA,Plus,Family Planner
47031,2025-10-07,Referral,GA,Premium,Family Planner
47032,2025-06-14,Partner,TX,Essential,Investor
47033,2025-07-20,Paid Search,GA,Plus,Investor
47034,2024-04-25,Social,NJ,Plus,Credit Improver
47035,2023-10-18,Paid Search,TX,Plus,Budget Builder
47036,2025-03-11,Partner,NJ,Plus,Investor
47037,2024-10-08,Referral,TX,Premium,Family Planner
47038,2023-04-15,Paid Search,NJ,Essential,Budget Builder
47039,2023-07-09,Paid Search,FL,Essential,Budget Builder
47040,2024-01-12,Social,FL,Essential,Investor
47041,2024-11-13,Referral,FL,Essential,Credit Improver
47042,2023-09-16,Paid Search,IL,Plus,Budget Builder
47043,2025-04-06,Referral,FL,Plus,Credit Improver
47044,2024-01-07,Referral,GA,Essential,Family Planner
47045,2025-09-13,Partner,IL,Plus,Budget Builder
47046,2025-04-11,Organic,NY,Essential,Investor
47047,2025-08-26,Paid Search,CA,Premium,Budget Builder
47048,2024-08-15,Paid Search,FL,Essential,Credit Improver
47049,2023-03-01,Organic,FL,Plus,Budget Builder
47050,2023-04-15,Organic,IL,Essential,Credit Improver
47051,2025-05-26,Organic,NY,Essential,Budget Builder
47052,2024-10-05,Social,CA,Essential,Investor
47053,2023-09-24,Organic,TX,Plus,Credit Improver
47054,2025-08-13,Organic,CA,Essential,Credit Improver
47055,2023-10-07,Organic,NJ,Essential,Investor
47056,2024-06-08,Social,TX,Essential,Budget Builder
47057,2025-05-13,Partner,IL,Premium,Budget Builder
47058,2023-01-26,Paid Search,TX,Essential,Family Planner
47059,2024-07-05,Social,IL,Essential,Budget Builder
47060,2025-03-08,Referral,NJ,Plus,Budget Builder
47061,2023-04-21,Partner,FL,Plus,Family Planner
47062,2024-02-26,Organic,CA,Essential,Credit Improver
47063,2025-06-23,Social,NJ,Essential,Credit Improver
47064,2024-12-26,Social,CA,Essential,Credit Improver
47065,2023-10-21,Partner,GA,Essential,Budget Builder
47066,2025-03-14,Organic,TX,Premium,Family Planner
47067,2024-01-19,Organic,TX,Plus,Investor
47068,2023-10-10,Social,FL,Plus,Budget Builder
47069,2025-02-02,Paid Search,GA,Plus,Budget Builder
47070,2025-08-24,Paid Search,FL,Essential,Budget Builder
47071,2023-07-13,Paid Search,NJ,Essential,Family Planner
47072,2025-04-21,Paid Search,CA,Essential,Family Planner
47073,2024-09-10,Referral,GA,Plus,Investor
47074,2025-10-16,Paid Search,FL,Premium,Investor
47075,2023-07-25,Partner,IL,Essential,Investor
47076,2024-09-30,Organic,CA,Plus,Budget Builder
47077,2023-03-05,Organic,NY,Premium,Investor
47078,2023-08-16,Social,NJ,Plus,Budget Builder
47079,2024-12-02,Organic,IL,Essential,Family Planner
47080,2024-01-30,Paid Search,GA,Essential,Credit Improver
47081,2025-01-02,Organic,CA,Essential,Investor
47082,2023-10-25,Partner,FL,Essential,Credit Improver
47083,2025-10-17,Paid Search,IL,Plus,Budget Builder
47084,2025-01-30,Referral,FL,Essential,Investor
47085,2024-12-02,Partner,GA,Plus,Budget Builder
47086,2024-06-07,Partner,CA,Essential,Credit Improver
47087,2024-07-06,Paid Search,TX,Essential,Budget Builder
47088,2023-05-06,Paid Search,IL,Plus,Budget Builder
47089,2023-08-14,Referral,NY,Essential,Budget Builder
47090,2024-12-22,Partner,NJ,Essential,Credit Improver
47091,2023-11-29,Paid Search,CA,Essential,Budget Builder
47092,2023-11-26,Partner,IL,Essential,Family Planner
47093,2025-06-28,Organic,FL,Essential,Investor
47094,2023-06-20,Social,IL,Essential,Credit Improver
47095,2025-07-04,Referral,NJ,Plus,Investor
47096,2023-01-01,Referral,CA,Premium,Budget Builder
47097,2025-05-25,Referral,FL,Essential,Investor
47098,2025-05-10,Organic,GA,Plus,Family Planner
47099,2023-08-29,Social,NY,Plus,Family Planner
47100,2024-08-06,Partner,IL,Plus,Investor
47101,2024-08-23,Referral,GA,Premium,Credit Improver
47102,2023-01-20,Referral,CA,Essential,Budget Builder
47103,2024-04-17,Paid Search,CA,Plus,Credit Improver
47104,2023-05-21,Referral,NJ,Essential,Family Planner
47105,2024-11-17,Social,NJ,Essential,Credit Improver
47106,2023-02-19,Paid Search,FL,Plus,Investor
47107,2024-01-26,Referral,TX,Essential,Family Planner
47108,2024-05-04,Paid Search,NY,Essential,Credit Improver
47109,2023-09-27,Organic,FL,Plus,Budget Builder
47110,2023-12-28,Organic,GA,Premium,Credit Improver
47111,2023-05-25,Organic,GA,Essential,Family Planner
47112,2024-08-11,Paid Search,FL,Premium,Investor
47113,2024-01-10,Paid Search,NJ,Essential,Family Planner
47114,2025-10-21,Organic,FL,Plus,Credit Improver
47115,2024-06-21,Paid Search,IL,Plus,Budget Builder
47116,2023-11-14,Organic,IL,Essential,Credit Improver
47117,2024-08-07,Organic,IL,Essential,Investor
47118,2024-07-16,Paid Search,GA,Premium,Credit Improver
47119,2024-07-06,Referral,NY,Essential,Family Planner
47120,2023-11-07,Organic,CA,Essential,Budget Builder
47121,2025-07-12,Referral,TX,Plus,Budget Builder
47122,2023-04-04,Organic,IL,Plus,Investor
47123,2023-07-08,Social,TX,Premium,Investor
47124,2024-10-08,Organic,CA,Essential,Family Planner
47125,2023-07-23,Organic,NJ,Essential,Investor
47126,2023-02-23,Organic,GA,Plus,Budget Builder
47127,2025-08-29,Referral,IL,Essential,Budget Builder
47128,2023-04-04,Partner,IL,Essential,Credit Improver
47129,2023-11-10,Paid Search,FL,Premium,Budget Builder
47130,2023-12-26,Partner,TX,Essential,Credit Improver
47131,2023-06-17,Social,NJ,Plus,Budget Builder
47132,2025-09-08,Referral,FL,Premium,Family Planner
47133,2024-02-02,Paid Search,TX,Essential,Family Planner
47134,2024-06-20,Organic,TX,Essential,Budget Builder
47135,2024-01-29,Referral,CA,Essential,Budget Builder
47136,2023-02-17,Partner,NJ,Essential,Budget Builder
47137,2024-12-01,Organic,NY,Essential,Budget Builder
47138,2023-02-22,Social,TX,Essential,Budget Builder
47139,2023-08-29,Organic,FL,Essential,Family Planner
47140,2025-06-23,Organic,NJ,Plus,Credit Improver
47141,2025-08-18,Referral,IL,Plus,Investor
47142,2024-03-25,Paid Search,GA,Premium,Budget Builder
47143,2024-03-08,Referral,GA,Essential,Credit Improver
47144,2025-04-26,Organic,GA,Essential,Budget Builder
47145,2025-08-23,Organic,TX,Plus,Family Planner
47146,2025-05-15,Paid Search,GA,Essential,Credit Improver
47147,2023-07-01,Social,GA,Essential,Investor
47148,2023-07-02,Paid Search,NY,Essential,Investor
47149,2023-06-05,Organic,NY,Essential,Family Planner
47150,2023-04-07,Partner,TX,Plus,Family Planner
47151,2025-07-25,Social,CA,Plus,Investor
47152,2025-02-27,Paid Search,GA,Premium,Family Planner
47153,2023-08-26,Paid Search,TX,Essential,Family Planner
47154,2023-01-13,Social,TX,Essential,Budget Builder
47155,2025-05-07,Partner,IL,Essential,Budget Builder
47156,2023-07-01,Referral,GA,Plus,Credit Improver
47157,2025-02-01,Organic,FL,Premium,Investor
47158,2025-03-03,Referral,FL,Essential,Budget Builder
47159,2023-06-26,Partner,CA,Essential,Family Planner
47160,2025-05-21,Referral,FL,Premium,Family Planner
47161,2025-07-20,Organic,TX,Plus,Credit Improver
47162,2024-08-05,Referral,CA,Plus,Credit Improver
47163,2025-06-05,Partner,FL,Premium,Investor
47164,2025-05-30,Paid Search,FL,Essential,Budget Builder
47165,2023-03-10,Partner,TX,Plus,Investor
47166,2023-11-04,Referral,IL,Essential,Budget Builder
47167,2025-09-17,Paid Search,CA,Essential,Family Planner
47168,2024-11-21,Partner,FL,Essential,Investor
47169,2023-02-22,Referral,NJ,Plus,Investor
47170,2023-08-04,Paid Search,TX,Essential,Credit Improver
47171,2024-12-14,Paid Search,NJ,Essential,Family Planner
47172,2023-02-07,Paid Search,NY,Essential,Investor
47173,2025-10-05,Organic,IL,Premium,Budget Builder
47174,2023-01-31,Referral,FL,Plus,Budget Builder
47175,2024-01-28,Organic,NJ,Premium,Credit Improver
47176,2025-03-10,Organic,NY,Essential,Budget Builder
47177,2024-02-29,Social,TX,Essential,Credit Improver
47178,2025-10-25,Organic,NJ,Essential,Credit Improver
47179,2024-11-21,Paid Search,CA,Premium,Budget Builder
47180,2025-02-18,Social,IL,Essential,Investor
47181,2023-07-19,Partner,TX,Essential,Investor
47182,2025-02-14,Referral,TX,Plus,Family Planner
47183,2023-08-14,Partner,IL,Premium,Investor
47184,2024-04-15,Organic,GA,Plus,Family Planner
47185,2023-01-18,Social,IL,Plus,Credit Improver
47186,2024-09-20,Paid Search,CA,Plus,Budget Builder
47187,2023-01-10,Organic,GA,Essential,Family Planner
47188,2023-02-10,Partner,TX,Essential,Credit Improver
47189,2024-09-11,Paid Search,GA,Essential,Budget Builder
47190,2023-02-13,Organic,NY,Essential,Family Planner
47191,2023-07-16,Partner,FL,Essential,Budget Builder
47192,2023-10-26,Organic,TX,Essential,Investor
47193,2023-07-28,Organic,NJ,Essential,Budget Builder
47194,2024-04-03,Partner,TX,Plus,Credit Improver
47195,2025-05-28,Paid Search,CA,Plus,Family Planner
47196,2025-02-27,Partner,NJ,Plus,Investor
47197,2024-05-29,Partner,CA,Essential,Budget Builder
47198,2024-01-18,Referral,TX,Plus,Budget Builder
47199,2024-07-01,Partner,IL,Essential,Investor
47200,2024-05-21,Organic,IL,Essential,Credit Improver
47201,2023-11-26,Organic,NY,Plus,Investor
47202,2025-10-03,Partner,NJ,Plus,Budget Builder
47203,2024-05-02,Paid Search,TX,Essential,Family Planner
47204,2025-03-24,Organic,TX,Plus,Budget Builder
47205,2024-04-26,Social,CA,Plus,Credit Improver
47206,2024-04-16,Referral,GA,Premium,Credit Improver
47207,2025-10-16,Partner,TX,Essential,Family Planner
47208,2025-10-19,Social,NY,Premium,Credit Improver
47209,2024-03-09,Referral,GA,Plus,Budget Builder
47210,2023-01-16,Paid Search,NJ,Essential,Budget Builder
47211,2025-09-09,Organic,TX,Essential,Budget Builder
47212,2024-09-11,Organic,CA,Essential,Investor
47213,2024-11-19,Paid Search,NY,Essential,Credit Improver
47214,2023-03-06,Organic,FL,Plus,Family Planner
47215,2024-07-28,Partner,NY,Plus,Budget Builder
47216,2025-03-30,Referral,TX,Plus,Investor
47217,2023-03-14,Social,TX,Premium,Investor
47218,2023-07-23,Referral,NJ,Essential,Investor
47219,2023-09-11,Social,TX,Essential,Credit Improver
47220,2024-09-04,Paid Search,NY,Plus,Credit Improver
47221,2023-07-14,Paid Search,IL,Essential,Budget Builder
47222,2023-09-08,Paid Search,FL,Essential,Family Planner
47223,2024-07-03,Paid Search,NY,Essential,Credit Improver
47224,2025-08-12,Partner,IL,Plus,Investor
47225,2023-11-06,Paid Search,TX,Plus,Budget Builder
47226,2024-10-14,Paid Search,TX,Essential,Budget Builder
47227,2024-03-16,Paid Search,FL,Essential,Budget Builder
47228,2023-10-02,Partner,FL,Essential,Family Planner
47229,2024-06-22,Organic,NJ,Essential,Budget Builder
47230,2025-01-12,Paid Search,FL,Essential,Investor
47231,2023-01-13,Social,CA,Essential,Investor
47232,2024-09-01,Paid Search,TX,Plus,Investor
47233,2023-07-11,Social,IL,Plus,Family Planner
47234,2024-11-28,Paid Search,IL,Essential,Investor
47235,2023-01-19,Paid Search,NJ,Essential,Family Planner
47236,2023-12-05,Referral,GA,Premium,Budget Builder
47237,2025-02-09,Partner,NY,Plus,Budget Builder
47238,2024-08-01,Referral,NJ,Plus,Budget Builder
47239,2023-01-26,Partner,IL,Premium,Family Planner
47240,2025-10-26,Social,TX,Premium,Budget Builder
47241,2023-04-15,Partner,TX,Essential,Family Planner
47242,2025-02-22,Paid Search,FL,Plus,Budget Builder
47243,2023-10-30,Referral,FL,Premium,Investor
47244,2024-10-03,Partner,CA,Essential,Investor
47245,2023-06-23,Organic,IL,Plus,Credit Improver
47246,2024-03-24,Paid Search,CA,Plus,Investor
47247,2023-02-23,Referral,IL,Plus,Budget Builder
47248,2023-03-19,Paid Search,IL,Plus,Investor
47249,2024-03-14,Organic,TX,Premium,Budget Builder
47250,2025-02-20,Social,TX,Premium,Budget Builder
47251,2023-06-21,Paid Search,CA,Premium,Budget Builder
47252,2024-07-03,Referral,CA,Plus,Credit Improver
47253,2023-12-27,Referral,FL,Essential,Family Planner
47254,2023-08-24,Organic,GA,Essential,Budget Builder
47255,2024-03-08,Organic,IL,Essential,Family Planner
47256,2025-01-07,Social,NJ,Essential,Investor
47257,2025-04-29,Partner,FL,Essential,Credit Improver
47258,2024-09-18,Organic,CA,Essential,Budget Builder
47259,2023-09-04,Partner,IL,Essential,Family Planner
